Experiment	ItemId	Sentence	Question	Condition	Correct_Answer	Question_type	List
Adverb_position	308	*警察*暗示*嫌犯*昨天*闖入了*幾座*豪華的*賭場*並且拍了照。*	警察暗示嫌犯闖入了賭場嗎?	k	1	5	1
Adverb_position	308	*警察*暗示*嫌犯*昨天*闖入了*幾座*豪華的*賭場*並且拍了照。*	警察暗示嫌犯闖入了賭場嗎?	k	1	5	3
Adverb_position	309	*校長*設想*去年*學生*獲得了*幾項*國際的*獎項*所以獎以獎學金。*	校長獲得了獎項嗎?	j	2	5	1
Adverb_position	309	*校長*設想*去年*學生*獲得了*幾項*國際的*獎項*所以獎以獎學金。*	校長獲得了獎項嗎?	j	2	5	3
Adverb_position	309	*校長*設想*學生*去年*獲得了*幾項*國際的*獎項*所以獎以獎學金。*	校長獲得了獎項嗎?	k	2	5	2
Adverb_position	309	*校長*設想*學生*去年*獲得了*幾項*國際的*獎項*所以獎以獎學金。*	校長獲得了獎項嗎?	k	2	5	4
Adverb_position	310	*海關*判斷*傍晚*遊客*攜帶了*一支*仿冒*的手錶*所以決定押收。*	海關攜帶了手錶嗎?	j	2	5	2
Adverb_position	310	*海關*判斷*傍晚*遊客*攜帶了*一支*仿冒*的手錶*所以決定押收。*	海關攜帶了手錶嗎?	j	2	5	4
Adverb_position	310	*海關*判斷*遊客*傍晚*攜帶了*一支*仿冒的*手錶*所以決定押收。*	海關攜帶了手錶嗎?	k	2	5	1
Adverb_position	310	*海關*判斷*遊客*傍晚*攜帶了*一支*仿冒的*手錶*所以決定押收。*	海關攜帶了手錶嗎?	k	2	5	3
Adverb_position	311	*民眾*疑慮*上週*官員*接受了*一座*國外的*豪宅*並且投訴為賄絡。*	民眾接受了豪宅嗎?	j	2	5	1
Adverb_position	311	*民眾*疑慮*上週*官員*接受了*一座*國外的*豪宅*並且投訴為賄絡。*	民眾接受了豪宅嗎?	j	2	5	3
Adverb_position	311	*民眾*疑慮*官員*上週*接受了*一座*國外的*豪宅*並且投訴為賄絡。*	民眾接受了豪宅嗎?	k	2	5	2
Adverb_position	311	*民眾*疑慮*官員*上週*接受了*一座*國外的*豪宅*並且投訴為賄絡。*	民眾接受了豪宅嗎?	k	2	5	4
Adverb_position	312	*公司*猜想*中午*員工*挪用了*一筆*巨大的*款項*所以做了確認。*	公司挪用了款項嗎?	j	2	5	2
Adverb_position	312	*公司*猜想*中午*員工*挪用了*一筆*巨大的*款項*所以做了確認。*	公司挪用了款項嗎?	j	2	5	4
Adverb_position	312	*公司*猜想*員工*中午*挪用了*一筆*巨大的*款項*所以做了確認。*	公司挪用了款項嗎?	k	2	5	1
Adverb_position	312	*公司*猜想*員工*中午*挪用了*一筆*巨大的*款項*所以做了確認。*	公司挪用了款項嗎?	k	2	5	3
Adverb_position	313	*家長*澄清*稍早*小孩*欺負了*一位*瘦小的*同學*並且道了歉。*	家長欺負了同學嗎?	j	2	5	1
Adverb_position	313	*家長*澄清*稍早*小孩*欺負了*一位*瘦小的*同學*並且道了歉。*	家長欺負了同學嗎?	j	2	5	3
Adverb_position	313	*家長*澄清*小孩*稍早*欺負了*一位*瘦小的*同學*並且道了歉。*	家長欺負了同學嗎?	k	2	5	2
Adverb_position	313	*家長*澄清*小孩*稍早*欺負了*一位*瘦小的*同學*並且道了歉。*	家長欺負了同學嗎?	k	2	5	4
Adverb_position	314	*勞工*懷疑*早上*工會*決定了*那項*不公的*條例*並且決定罷工。*	勞工決定了條例嗎?	j	2	5	2
Adverb_position	314	*勞工*懷疑*早上*工會*決定了*那項*不公的*條例*並且決定罷工。*	勞工決定了條例嗎?	j	2	5	4
Adverb_position	314	*勞工*懷疑*工會*早上*決定了*那項*不公的*條例*並且決定罷工。*	勞工決定了條例嗎?	k	2	5	1
Adverb_position	314	*勞工*懷疑*工會*早上*決定了*那項*不公的*條例*並且決定罷工。*	勞工決定了條例嗎?	k	2	5	3
Adverb_position	315	*導演*期望*今年*作家*描寫了*一本*科幻的*小說*並且拍成電影。*	導演描寫了小說嗎?	j	2	5	1
Adverb_position	315	*導演*期望*今年*作家*描寫了*一本*科幻的*小說*並且拍成電影。*	導演描寫了小說嗎?	j	2	5	3
Adverb_position	315	*導演*期望*作家*今年*描寫了*一本*科幻的*小說*並且拍成電影。*	導演描寫了小說嗎?	k	2	5	2
Adverb_position	315	*導演*期望*作家*今年*描寫了*一本*科幻的*小說*並且拍成電影。*	導演描寫了小說嗎?	k	2	5	4
Adverb_position	316	*路人*表明*清晨*車子*撞到了*一輛*輕型的*卡車*所以做了證。*	路人撞到了卡車嗎?	j	2	5	2
Adverb_position	316	*路人*表明*清晨*車子*撞到了*一輛*輕型的*卡車*所以做了證。*	路人撞到了卡車嗎?	j	2	5	4
Adverb_position	316	*路人*表明*車子*清晨*撞到了*一輛*輕型的*卡車*所以做了證。*	路人撞到了卡車嗎?	k	2	5	1
Adverb_position	316	*路人*表明*車子*清晨*撞到了*一輛*輕型的*卡車*所以做了證。*	路人撞到了卡車嗎?	k	2	5	3
