"subj" "expt" "item" "condition" "pos" "word" "correct" "rt" "spillover" "so" "rcpos"
"4366" 44 "e1" 10 "a" "0" "撞到" "-" 282 1199 -1 "1"
"4367" 44 "e1" 10 "a" "1" "郵差" "-" 504 282 -1 "2"
"4368" 44 "e1" 10 "a" "2" "的" "-" 392 504 -1 "3"
"4369" 44 "e1" 10 "a" "3" "送花童" "-" 1756 392 -1 "4"
"4370" 44 "e1" 10 "a" "4" "背著" "-" 1670 1756 -1 "5"
"4371" 44 "e1" 10 "a" "5" "很多" "-" 362 1670 -1 "-1"
"4372" 44 "e1" 10 "a" "6" "東西" "-" 392 362 -1 "-1"
"4373" 44 "e1" 10 "a" "7" "走路" "-" 357 392 -1 "-1"
"4374" 44 "e1" 10 "a" "8" "東倒西歪" "-" 600 357 -1 "-1"
"4375" 44 "e1" 10 "a" "?" "N" "1" 855 600 -1 "-1"
"4376" 44 "e1" 20 "c" "0" "司機" "-" 847 855 1 "1"
"4377" 44 "e1" 20 "c" "1" "抱怨" "-" 786 847 1 "2"
"4378" 44 "e1" 20 "c" "2" "的" "-" 413 786 1 "3"
"4379" 44 "e1" 20 "c" "3" "乘客" "-" 453 413 1 "4"
"4380" 44 "e1" 20 "c" "4" "總是" "-" 504 453 1 "5"
"4381" 44 "e1" 20 "c" "5" "大聲" "-" 428 504 1 "-1"
"4382" 44 "e1" 20 "c" "6" "喧嘩" "-" 680 428 1 "-1"
"4383" 44 "e1" 20 "c" "7" "很" "-" 372 680 1 "-1"
"4384" 44 "e1" 20 "c" "8" "令人" "-" 377 372 1 "-1"
"4385" 44 "e1" 20 "c" "9" "受不了" "-" 392 377 1 "-1"
"4386" 44 "e1" 20 "c" "?" "N" "1" 1093 392 1 "-1"
"4387" 44 "e1" 14 "a" "0" "瞧不起" "-" 595 1093 -1 "1"
"4388" 44 "e1" 14 "a" "1" "屠夫" "-" 584 595 -1 "2"
"4389" 44 "e1" 14 "a" "2" "的" "-" 387 584 -1 "3"
"4390" 44 "e1" 14 "a" "3" "清潔工" "-" 600 387 -1 "4"
"4391" 44 "e1" 14 "a" "4" "衣服" "-" 1498 600 -1 "5"
"4392" 44 "e1" 14 "a" "5" "總是" "-" 1261 1498 -1 "-1"
"4393" 44 "e1" 14 "a" "6" "很" "-" 382 1261 -1 "-1"
"4394" 44 "e1" 14 "a" "7" "髒" "-" 327 382 -1 "-1"
"4395" 44 "e1" 14 "a" "8" "身上" "-" 325 327 -1 "-1"
"4396" 44 "e1" 14 "a" "9" "也" "-" 312 325 -1 "-1"
"4397" 44 "e1" 14 "a" "10" "有股" "-" 332 312 -1 "-1"
"4398" 44 "e1" 14 "a" "11" "怪" "-" 342 332 -1 "-1"
"4399" 44 "e1" 14 "a" "12" "味道" "-" 307 342 -1 "-1"
"4400" 44 "e1" 14 "a" "?" "Y" "1" 1234 307 -1 "-1"
"4401" 44 "e1" 2 "a" "0" "信任" "-" 373 1234 -1 "1"
"4402" 44 "e1" 2 "a" "1" "老闆" "-" 554 373 -1 "2"
"4403" 44 "e1" 2 "a" "2" "的" "-" 281 554 -1 "3"
"4404" 44 "e1" 2 "a" "3" "工程師" "-" 302 281 -1 "4"
"4405" 44 "e1" 2 "a" "4" "工作" "-" 423 302 -1 "5"
"4406" 44 "e1" 2 "a" "5" "很" "-" 357 423 -1 "-1"
"4407" 44 "e1" 2 "a" "6" "認真" "-" 277 357 -1 "-1"
"4408" 44 "e1" 2 "a" "7" "效率" "-" 377 277 -1 "-1"
"4409" 44 "e1" 2 "a" "8" "又高" "-" 458 377 -1 "-1"
"4410" 44 "e1" 2 "a" "?" "Y" "1" 1204 458 -1 "-1"
"4411" 45 "e1" 3 "c" "0" "教授" "-" 365 1204 1 "1"
"4412" 45 "e1" 3 "c" "1" "認識" "-" 395 365 1 "2"
"4413" 45 "e1" 3 "c" "2" "的" "-" 363 395 1 "3"
"4414" 45 "e1" 3 "c" "3" "作家" "-" 463 363 1 "4"
"4415" 45 "e1" 3 "c" "4" "很" "-" 350 463 1 "5"
"4416" 45 "e1" 3 "c" "5" "有名" "-" 467 350 1 "-1"
"4417" 45 "e1" 3 "c" "6" "著作" "-" 590 467 1 "-1"
"4418" 45 "e1" 3 "c" "7" "也" "-" 553 590 1 "-1"
"4419" 45 "e1" 3 "c" "8" "很多" "-" 553 553 1 "-1"
"4420" 45 "e1" 3 "c" "?" "Y" "1" 2327 553 1 "-1"
"4421" 45 "e1" 7 "c" "0" "老太太" "-" 529 2327 1 "1"
"4422" 45 "e1" 7 "c" "1" "遇見" "-" 426 529 1 "2"
"4423" 45 "e1" 7 "c" "2" "的" "-" 387 426 1 "3"
"4424" 45 "e1" 7 "c" "3" "女孩" "-" 379 387 1 "4"
"4425" 45 "e1" 7 "c" "4" "頭髮" "-" 541 379 1 "5"
"4426" 45 "e1" 7 "c" "5" "很長" "-" 410 541 1 "-1"
"4427" 45 "e1" 7 "c" "6" "而且" "-" 522 410 1 "-1"
"4428" 45 "e1" 7 "c" "7" "也" "-" 361 522 1 "-1"
"4429" 45 "e1" 7 "c" "8" "長的" "-" 411 361 1 "-1"
"4430" 45 "e1" 7 "c" "9" "很" "-" 396 411 1 "-1"
"4431" 45 "e1" 7 "c" "10" "漂亮" "-" 410 396 1 "-1"
"4432" 45 "e1" 7 "c" "?" "N" "1" 1186 410 1 "-1"
"4433" 45 "e1" 15 "c" "0" "明星" "-" 528 1186 1 "1"
"4434" 45 "e1" 15 "c" "1" "愛上" "-" 616 528 1 "2"
"4435" 45 "e1" 15 "c" "2" "的" "-" 323 616 1 "3"
"4436" 45 "e1" 15 "c" "3" "詩人" "-" 484 323 1 "4"
"4437" 45 "e1" 15 "c" "4" "充滿" "-" 373 484 1 "5"
"4438" 45 "e1" 15 "c" "5" "不切實際" "-" 454 373 1 "-1"
"4439" 45 "e1" 15 "c" "6" "的" "-" 389 454 1 "-1"
"4440" 45 "e1" 15 "c" "7" "幻想" "-" 350 389 1 "-1"
"4441" 45 "e1" 15 "c" "8" "整天" "-" 636 350 1 "-1"
"4442" 45 "e1" 15 "c" "9" "作" "-" 355 636 1 "-1"
"4443" 45 "e1" 15 "c" "10" "白日夢" "-" 1200 355 1 "-1"
"4444" 45 "e1" 15 "c" "?" "Y" "1" 2475 1200 1 "-1"
"4445" 45 "e1" 1 "a" "0" "質疑" "-" 334 2475 -1 "1"
"4446" 45 "e1" 1 "a" "1" "助教" "-" 565 334 -1 "2"
"4447" 45 "e1" 1 "a" "2" "的" "-" 312 565 -1 "3"
"4448" 45 "e1" 1 "a" "3" "學生" "-" 323 312 -1 "4"
"4449" 45 "e1" 1 "a" "4" "很" "-" 289 323 -1 "5"
"4450" 45 "e1" 1 "a" "5" "不" "-" 270 289 -1 "-1"
"4451" 45 "e1" 1 "a" "6" "高興" "-" 606 270 -1 "-1"
"4452" 45 "e1" 1 "a" "7" "所以" "-" 663 606 -1 "-1"
"4453" 45 "e1" 1 "a" "8" "四處" "-" 474 663 -1 "-1"
"4454" 45 "e1" 1 "a" "9" "投訴" "-" 461 474 -1 "-1"
"4455" 45 "e1" 1 "a" "?" "Y" "1" 1389 461 -1 "-1"
"4456" 45 "e1" 5 "a" "0" "不喜歡" "-" 345 1389 -1 "1"
"4457" 45 "e1" 5 "a" "1" "店員" "-" 399 345 -1 "2"
"4458" 45 "e1" 5 "a" "2" "的" "-" 311 399 -1 "3"
"4459" 45 "e1" 5 "a" "3" "經理" "-" 660 311 -1 "4"
"4460" 45 "e1" 5 "a" "4" "站在" "-" 515 660 -1 "5"
"4461" 45 "e1" 5 "a" "5" "門口" "-" 1353 515 -1 "-1"
"4462" 45 "e1" 5 "a" "6" "招攬" "-" 439 1353 -1 "-1"
"4463" 45 "e1" 5 "a" "7" "生意" "-" 1038 439 -1 "-1"
"4464" 45 "e1" 5 "a" "?" "Y" "1" 2031 1038 -1 "-1"
"4465" 45 "e1" 17 "a" "0" "威脅" "-" 420 2031 -1 "1"
"4466" 45 "e1" 17 "a" "1" "流氓" "-" 520 420 -1 "2"
"4467" 45 "e1" 17 "a" "2" "的" "-" 457 520 -1 "3"
"4468" 45 "e1" 17 "a" "3" "逃犯" "-" 1122 457 -1 "4"
"4469" 45 "e1" 17 "a" "4" "害怕" "-" 1331 1122 -1 "5"
"4470" 45 "e1" 17 "a" "5" "被" "-" 295 1331 -1 "-1"
"4471" 45 "e1" 17 "a" "6" "警察" "-" 332 295 -1 "-1"
"4472" 45 "e1" 17 "a" "7" "抓" "-" 282 332 -1 "-1"
"4473" 45 "e1" 17 "a" "8" "整天" "-" 388 282 -1 "-1"
"4474" 45 "e1" 17 "a" "9" "提心" "-" 506 388 -1 "-1"
"4475" 45 "e1" 17 "a" "10" "吊膽" "-" 398 506 -1 "-1"
"4476" 45 "e1" 17 "a" "?" "Y" "0" 1502 398 -1 "-1"
"4477" 45 "e1" 19 "c" "0" "居民" "-" 387 1502 1 "1"
"4478" 45 "e1" 19 "c" "1" "協助" "-" 525 387 1 "2"
"4479" 45 "e1" 19 "c" "2" "的" "-" 313 525 1 "3"
"4480" 45 "e1" 19 "c" "3" "軍官" "-" 429 313 1 "4"
"4481" 45 "e1" 19 "c" "4" "收傷" "-" 1217 429 1 "5"
"4482" 45 "e1" 19 "c" "5" "了" "-" 1385 1217 1 "-1"
"4483" 45 "e1" 19 "c" "6" "被" "-" 489 1385 1 "-1"
"4484" 45 "e1" 19 "c" "7" "送往" "-" 649 489 1 "-1"
"4485" 45 "e1" 19 "c" "8" "醫院" "-" 389 649 1 "-1"
"4486" 45 "e1" 19 "c" "?" "N" "1" 2155 389 1 "-1"
"4487" 45 "e1" 9 "a" "0" "拜訪" "-" 363 2155 -1 "1"
"4488" 45 "e1" 9 "a" "1" "大伯" "-" 483 363 -1 "2"
"4489" 45 "e1" 9 "a" "2" "的" "-" 324 483 -1 "3"
"4490" 45 "e1" 9 "a" "3" "鄰居" "-" 399 324 -1 "4"
"4491" 45 "e1" 9 "a" "4" "家境" "-" 666 399 -1 "5"
"4492" 45 "e1" 9 "a" "5" "不好" "-" 609 666 -1 "-1"
"4493" 45 "e1" 9 "a" "6" "常" "-" 1050 609 -1 "-1"
"4494" 45 "e1" 9 "a" "7" "需要" "-" 276 1050 -1 "-1"
"4495" 45 "e1" 9 "a" "8" "朋友" "-" 319 276 -1 "-1"
"4496" 45 "e1" 9 "a" "9" "幫忙" "-" 415 319 -1 "-1"
"4497" 45 "e1" 9 "a" "?" "N" "1" 1094 415 -1 "-1"
"4498" 45 "e1" 13 "a" "0" "很" "-" 356 1094 -1 "-1"
"4499" 45 "e1" 13 "a" "1" "受不了" "-" 416 356 -1 "1"
"4500" 45 "e1" 13 "a" "2" "鋼琴師" "-" 766 416 -1 "2"
"4501" 45 "e1" 13 "a" "3" "的" "-" 415 766 -1 "3"
"4502" 45 "e1" 13 "a" "4" "小提琴家" "-" 1326 415 -1 "4"
"4503" 45 "e1" 13 "a" "5" "脾氣" "-" 318 1326 -1 "5"
"4504" 45 "e1" 13 "a" "6" "不好" "-" 1514 318 -1 "-1"
"4505" 45 "e1" 13 "a" "7" "對人" "-" 620 1514 -1 "-1"
"4506" 45 "e1" 13 "a" "8" "大吼" "-" 344 620 -1 "-1"
"4507" 45 "e1" 13 "a" "9" "大叫" "-" 297 344 -1 "-1"
"4508" 45 "e1" 13 "a" "?" "Y" "1" 2759 297 -1 "-1"
"4521" 46 "e1" 6 "c" "0" "市長" "-" 1468 2759 1 "1"
"4522" 46 "e1" 6 "c" "1" "打擾" "-" 1230 1468 1 "2"
"4523" 46 "e1" 6 "c" "2" "的" "-" 1675 1230 1 "3"
"4524" 46 "e1" 6 "c" "3" "議員" "-" 2013 1675 1 "4"
"4525" 46 "e1" 6 "c" "4" "整天" "-" 1069 2013 1 "5"
"4526" 46 "e1" 6 "c" "5" "講電話" "-" 1382 1069 1 "-1"
"4527" 46 "e1" 6 "c" "6" "因為" "-" 877 1382 1 "-1"
"4528" 46 "e1" 6 "c" "7" "事情" "-" 852 877 1 "-1"
"4529" 46 "e1" 6 "c" "8" "多" "-" 1084 852 1 "-1"
"4530" 46 "e1" 6 "c" "?" "N" "1" 1622 1084 1 "-1"
"4531" 46 "e1" 2 "c" "0" "老闆" "-" 1069 1622 1 "1"
"4532" 46 "e1" 2 "c" "1" "信任" "-" 1231 1069 1 "2"
"4533" 46 "e1" 2 "c" "2" "的" "-" 1220 1231 1 "3"
"4534" 46 "e1" 2 "c" "3" "工程師" "-" 1024 1220 1 "4"
"4535" 46 "e1" 2 "c" "4" "工作" "-" 1326 1024 1 "5"
"4536" 46 "e1" 2 "c" "5" "很" "-" 1044 1326 1 "-1"
"4537" 46 "e1" 2 "c" "6" "認真" "-" 1417 1044 1 "-1"
"4538" 46 "e1" 2 "c" "7" "效率" "-" 2149 1417 1 "-1"
"4539" 46 "e1" 2 "c" "8" "又高" "-" 887 2149 1 "-1"
"4540" 46 "e1" 2 "c" "?" "N" "0" 4566 887 1 "-1"
"4541" 46 "e1" 8 "a" "0" "羨慕" "-" 741 4566 -1 "1"
"4542" 46 "e1" 8 "a" "1" "歌手" "-" 1150 741 -1 "2"
"4543" 46 "e1" 8 "a" "2" "的" "-" 887 1150 -1 "3"
"4544" 46 "e1" 8 "a" "3" "演員" "-" 1020 887 -1 "4"
"4545" 46 "e1" 8 "a" "4" "想" "-" 1771 1020 -1 "5"
"4546" 46 "e1" 8 "a" "5" "往" "-" 938 1771 -1 "-1"
"4547" 46 "e1" 8 "a" "6" "其他" "-" 938 938 -1 "-1"
"4548" 46 "e1" 8 "a" "7" "方面" "-" 1114 938 -1 "-1"
"4549" 46 "e1" 8 "a" "8" "發展" "-" 1140 1114 -1 "-1"
"4550" 46 "e1" 8 "a" "9" "可是" "-" 746 1140 -1 "-1"
"4551" 46 "e1" 8 "a" "10" "沒有" "-" 721 746 -1 "-1"
"4552" 46 "e1" 8 "a" "11" "機會" "-" 842 721 -1 "-1"
"4553" 46 "e1" 8 "a" "?" "Y" "0" 1698 842 -1 "-1"
"4554" 46 "e1" 4 "a" "0" "讚美" "-" 696 1698 -1 "1"
"4555" 46 "e1" 4 "a" "1" "聲樂家" "-" 1660 696 -1 "2"
"4556" 46 "e1" 4 "a" "2" "的" "-" 847 1660 -1 "3"
"4557" 46 "e1" 4 "a" "3" "指揮家" "-" 1039 847 -1 "4"
"4558" 46 "e1" 4 "a" "4" "很" "-" 897 1039 -1 "5"
"4559" 46 "e1" 4 "a" "5" "有天份" "-" 801 897 -1 "-1"
"4560" 46 "e1" 4 "a" "6" "但是" "-" 933 801 -1 "-1"
"4561" 46 "e1" 4 "a" "7" "也" "-" 857 933 -1 "-1"
"4562" 46 "e1" 4 "a" "8" "很" "-" 741 857 -1 "-1"
"4563" 46 "e1" 4 "a" "9" "驕傲" "-" 1155 741 -1 "-1"
"4564" 46 "e1" 4 "a" "?" "Y" "1" 3675 1155 -1 "-1"
"4565" 46 "e1" 18 "c" "0" "富豪" "-" 1407 3675 1 "1"
"4566" 46 "e1" 18 "c" "1" "邀請" "-" 1478 1407 1 "2"
"4567" 46 "e1" 18 "c" "2" "的" "-" 860 1478 1 "3"
"4568" 46 "e1" 18 "c" "3" "官員" "-" 1175 860 1 "4"
"4569" 46 "e1" 18 "c" "4" "心懷" "-" 837 1175 1 "5"
"4570" 46 "e1" 18 "c" "5" "不軌" "-" 1538 837 1 "-1"
"4571" 46 "e1" 18 "c" "6" "但是" "-" 797 1538 1 "-1"
"4572" 46 "e1" 18 "c" "7" "善於" "-" 837 797 1 "-1"
"4573" 46 "e1" 18 "c" "8" "隱藏" "-" 867 837 1 "-1"
"4574" 46 "e1" 18 "c" "?" "N" "1" 2223 867 1 "-1"
"4575" 46 "e1" 20 "a" "0" "抱怨" "-" 1337 2223 -1 "1"
"4576" 46 "e1" 20 "a" "1" "司機" "-" 1266 1337 -1 "2"
"4577" 46 "e1" 20 "a" "2" "的" "-" 852 1266 -1 "3"
"4578" 46 "e1" 20 "a" "3" "乘客" "-" 862 852 -1 "4"
"4579" 46 "e1" 20 "a" "4" "總是" "-" 897 862 -1 "5"
"4580" 46 "e1" 20 "a" "5" "大聲" "-" 963 897 -1 "-1"
"4581" 46 "e1" 20 "a" "6" "喧嘩" "-" 1165 963 -1 "-1"
"4582" 46 "e1" 20 "a" "7" "很" "-" 832 1165 -1 "-1"
"4583" 46 "e1" 20 "a" "8" "令人" "-" 615 832 -1 "-1"
"4584" 46 "e1" 20 "a" "9" "受不了" "-" 802 615 -1 "-1"
"4585" 46 "e1" 20 "a" "?" "N" "1" 1764 802 -1 "-1"
"4586" 46 "e1" 14 "c" "0" "屠夫" "-" 736 1764 1 "1"
"4587" 46 "e1" 14 "c" "1" "瞧不起" "-" 640 736 1 "2"
"4588" 46 "e1" 14 "c" "2" "的" "-" 887 640 1 "3"
"4589" 46 "e1" 14 "c" "3" "清潔工" "-" 675 887 1 "4"
"4590" 46 "e1" 14 "c" "4" "衣服" "-" 781 675 1 "5"
"4591" 46 "e1" 14 "c" "5" "總是" "-" 791 781 1 "-1"
"4592" 46 "e1" 14 "c" "6" "很" "-" 711 791 1 "-1"
"4593" 46 "e1" 14 "c" "7" "髒" "-" 1978 711 1 "-1"
"4594" 46 "e1" 14 "c" "8" "身上" "-" 826 1978 1 "-1"
"4595" 46 "e1" 14 "c" "9" "也" "-" 1064 826 1 "-1"
"4596" 46 "e1" 14 "c" "10" "有股" "-" 615 1064 1 "-1"
"4597" 46 "e1" 14 "c" "11" "怪" "-" 665 615 1 "-1"
"4598" 46 "e1" 14 "c" "12" "味道" "-" 680 665 1 "-1"
"4599" 46 "e1" 14 "c" "?" "Y" "1" 2353 680 1 "-1"
"4600" 46 "e1" 10 "c" "0" "郵差" "-" 579 2353 1 "1"
"4601" 46 "e1" 10 "c" "1" "撞到" "-" 564 579 1 "2"
"4602" 46 "e1" 10 "c" "2" "的" "-" 524 564 1 "3"
"4603" 46 "e1" 10 "c" "3" "送花童" "-" 736 524 1 "4"
"4604" 46 "e1" 10 "c" "4" "背著" "-" 630 736 1 "5"
"4605" 46 "e1" 10 "c" "5" "很多" "-" 625 630 1 "-1"
"4606" 46 "e1" 10 "c" "6" "東西" "-" 796 625 1 "-1"
"4607" 46 "e1" 10 "c" "7" "走路" "-" 948 796 1 "-1"
"4608" 46 "e1" 10 "c" "8" "東倒西歪" "-" 776 948 1 "-1"
"4609" 46 "e1" 10 "c" "?" "N" "1" 1254 776 1 "-1"
"4623" 46 "e1" 16 "a" "0" "嘲笑" "-" 903 1254 -1 "1"
"4624" 46 "e1" 16 "a" "1" "寡婦" "-" 710 903 -1 "2"
"4625" 46 "e1" 16 "a" "2" "的" "-" 711 710 -1 "3"
"4626" 46 "e1" 16 "a" "3" "老處女" "-" 1523 711 -1 "4"
"4627" 46 "e1" 16 "a" "4" "很" "-" 806 1523 -1 "5"
"4628" 46 "e1" 16 "a" "5" "想" "-" 736 806 -1 "-1"
"4629" 46 "e1" 16 "a" "6" "交" "-" 968 736 -1 "-1"
"4630" 46 "e1" 16 "a" "7" "男朋友" "-" 1912 968 -1 "-1"
"4631" 46 "e1" 16 "a" "8" "整天" "-" 463 1912 -1 "-1"
"4632" 46 "e1" 16 "a" "9" "要人" "-" 700 463 -1 "-1"
"4633" 46 "e1" 16 "a" "10" "幫" "-" 569 700 -1 "-1"
"4634" 46 "e1" 16 "a" "11" "她" "-" 423 569 -1 "-1"
"4635" 46 "e1" 16 "a" "12" "做媒" "-" 524 423 -1 "-1"
"4636" 46 "e1" 16 "a" "?" "Y" "0" 4339 524 -1 "-1"
"4649" 47 "e1" 5 "c" "0" "店員" "-" 322 4339 1 "1"
"4650" 47 "e1" 5 "c" "1" "不喜歡" "-" 448 322 1 "2"
"4651" 47 "e1" 5 "c" "2" "的" "-" 448 448 1 "3"
"4652" 47 "e1" 5 "c" "3" "經理" "-" 973 448 1 "4"
"4653" 47 "e1" 5 "c" "4" "站在" "-" 584 973 1 "5"
"4654" 47 "e1" 5 "c" "5" "門口" "-" 645 584 1 "-1"
"4655" 47 "e1" 5 "c" "6" "招攬" "-" 609 645 1 "-1"
"4656" 47 "e1" 5 "c" "7" "生意" "-" 736 609 1 "-1"
"4657" 47 "e1" 5 "c" "?" "Y" "1" 2950 736 1 "-1"
"4658" 47 "e1" 9 "c" "0" "大伯" "-" 377 2950 1 "1"
"4659" 47 "e1" 9 "c" "1" "拜訪" "-" 478 377 1 "2"
"4660" 47 "e1" 9 "c" "2" "的" "-" 398 478 1 "3"
"4661" 47 "e1" 9 "c" "3" "鄰居" "-" 615 398 1 "4"
"4662" 47 "e1" 9 "c" "4" "家境" "-" 544 615 1 "5"
"4663" 47 "e1" 9 "c" "5" "不好" "-" 504 544 1 "-1"
"4664" 47 "e1" 9 "c" "6" "常" "-" 463 504 1 "-1"
"4665" 47 "e1" 9 "c" "7" "需要" "-" 478 463 1 "-1"
"4666" 47 "e1" 9 "c" "8" "朋友" "-" 443 478 1 "-1"
"4667" 47 "e1" 9 "c" "9" "幫忙" "-" 589 443 1 "-1"
"4668" 47 "e1" 9 "c" "?" "N" "1" 1830 589 1 "-1"
"4669" 47 "e1" 17 "c" "0" "流氓" "-" 317 1830 1 "1"
"4670" 47 "e1" 17 "c" "1" "威脅" "-" 443 317 1 "2"
"4671" 47 "e1" 17 "c" "2" "的" "-" 382 443 1 "3"
"4672" 47 "e1" 17 "c" "3" "逃犯" "-" 736 382 1 "4"
"4673" 47 "e1" 17 "c" "4" "害怕" "-" 1705 736 1 "5"
"4674" 47 "e1" 17 "c" "5" "被" "-" 847 1705 1 "-1"
"4675" 47 "e1" 17 "c" "6" "警察" "-" 609 847 1 "-1"
"4676" 47 "e1" 17 "c" "7" "抓" "-" 630 609 1 "-1"
"4677" 47 "e1" 17 "c" "8" "整天" "-" 893 630 1 "-1"
"4678" 47 "e1" 17 "c" "9" "提心" "-" 3179 893 1 "-1"
"4679" 47 "e1" 17 "c" "10" "吊膽" "-" 665 3179 1 "-1"
"4680" 47 "e1" 17 "c" "?" "N" "1" 4212 665 1 "-1"
"4681" 47 "e1" 1 "c" "0" "助教" "-" 388 4212 1 "1"
"4682" 47 "e1" 1 "c" "1" "質疑" "-" 478 388 1 "2"
"4683" 47 "e1" 1 "c" "2" "的" "-" 403 478 1 "3"
"4684" 47 "e1" 1 "c" "3" "學生" "-" 418 403 1 "4"
"4685" 47 "e1" 1 "c" "4" "很" "-" 443 418 1 "5"
"4686" 47 "e1" 1 "c" "5" "不" "-" 1241 443 1 "-1"
"4687" 47 "e1" 1 "c" "6" "高興" "-" 852 1241 1 "-1"
"4688" 47 "e1" 1 "c" "7" "所以" "-" 463 852 1 "-1"
"4689" 47 "e1" 1 "c" "8" "四處" "-" 468 463 1 "-1"
"4690" 47 "e1" 1 "c" "9" "投訴" "-" 781 468 1 "-1"
"4691" 47 "e1" 1 "c" "?" "Y" "1" 1284 781 1 "-1"
"4692" 47 "e1" 3 "a" "0" "認識" "-" 615 1284 -1 "1"
"4693" 47 "e1" 3 "a" "1" "教授" "-" 584 615 -1 "2"
"4694" 47 "e1" 3 "a" "2" "的" "-" 362 584 -1 "3"
"4695" 47 "e1" 3 "a" "3" "作家" "-" 423 362 -1 "4"
"4696" 47 "e1" 3 "a" "4" "很" "-" 453 423 -1 "5"
"4697" 47 "e1" 3 "a" "5" "有名" "-" 453 453 -1 "-1"
"4698" 47 "e1" 3 "a" "6" "著作" "-" 1884 453 -1 "-1"
"4699" 47 "e1" 3 "a" "7" "也" "-" 428 1884 -1 "-1"
"4700" 47 "e1" 3 "a" "8" "很多" "-" 317 428 -1 "-1"
"4701" 47 "e1" 3 "a" "?" "Y" "1" 1845 317 -1 "-1"
"4702" 47 "e1" 7 "a" "0" "遇見" "-" 378 1845 -1 "1"
"4703" 47 "e1" 7 "a" "1" "老太太" "-" 615 378 -1 "2"
"4704" 47 "e1" 7 "a" "2" "的" "-" 423 615 -1 "3"
"4705" 47 "e1" 7 "a" "3" "女孩" "-" 337 423 -1 "4"
"4706" 47 "e1" 7 "a" "4" "頭髮" "-" 387 337 -1 "5"
"4707" 47 "e1" 7 "a" "5" "很長" "-" 332 387 -1 "-1"
"4708" 47 "e1" 7 "a" "6" "而且" "-" 367 332 -1 "-1"
"4709" 47 "e1" 7 "a" "7" "也" "-" 352 367 -1 "-1"
"4710" 47 "e1" 7 "a" "8" "長的" "-" 539 352 -1 "-1"
"4711" 47 "e1" 7 "a" "9" "很" "-" 392 539 -1 "-1"
"4712" 47 "e1" 7 "a" "10" "漂亮" "-" 463 392 -1 "-1"
"4713" 47 "e1" 7 "a" "?" "N" "1" 911 463 -1 "-1"
"4714" 47 "e1" 15 "a" "0" "愛上" "-" 332 911 -1 "1"
"4715" 47 "e1" 15 "a" "1" "明星" "-" 372 332 -1 "2"
"4716" 47 "e1" 15 "a" "2" "的" "-" 357 372 -1 "3"
"4717" 47 "e1" 15 "a" "3" "詩人" "-" 342 357 -1 "4"
"4718" 47 "e1" 15 "a" "4" "充滿" "-" 696 342 -1 "5"
"4719" 47 "e1" 15 "a" "5" "不切實際" "-" 392 696 -1 "-1"
"4720" 47 "e1" 15 "a" "6" "的" "-" 413 392 -1 "-1"
"4721" 47 "e1" 15 "a" "7" "幻想" "-" 398 413 -1 "-1"
"4722" 47 "e1" 15 "a" "8" "整天" "-" 327 398 -1 "-1"
"4723" 47 "e1" 15 "a" "9" "作" "-" 413 327 -1 "-1"
"4724" 47 "e1" 15 "a" "10" "白日夢" "-" 478 413 -1 "-1"
"4725" 47 "e1" 15 "a" "?" "Y" "1" 2496 478 -1 "-1"
"4726" 47 "e1" 13 "c" "0" "鋼琴師" "-" 534 2496 1 "-1"
"4727" 47 "e1" 13 "c" "1" "很" "-" 433 534 1 "1"
"4728" 47 "e1" 13 "c" "2" "受不了" "-" 433 433 1 "2"
"4729" 47 "e1" 13 "c" "3" "的" "-" 549 433 1 "3"
"4730" 47 "e1" 13 "c" "4" "小提琴家" "-" 438 549 1 "4"
"4731" 47 "e1" 13 "c" "5" "脾氣" "-" 943 438 1 "5"
"4732" 47 "e1" 13 "c" "6" "不好" "-" 715 943 1 "-1"
"4733" 47 "e1" 13 "c" "7" "對人" "-" 412 715 1 "-1"
"4734" 47 "e1" 13 "c" "8" "大吼" "-" 529 412 1 "-1"
"4735" 47 "e1" 13 "c" "9" "大叫" "-" 408 529 1 "-1"
"4736" 47 "e1" 13 "c" "?" "Y" "1" 1279 408 1 "-1"
"4737" 47 "e1" 19 "a" "0" "協助" "-" 312 1279 -1 "1"
"4738" 47 "e1" 19 "a" "1" "居民" "-" 357 312 -1 "2"
"4739" 47 "e1" 19 "a" "2" "的" "-" 357 357 -1 "3"
"4740" 47 "e1" 19 "a" "3" "軍官" "-" 342 357 -1 "4"
"4741" 47 "e1" 19 "a" "4" "收傷" "-" 367 342 -1 "5"
"4742" 47 "e1" 19 "a" "5" "了" "-" 650 367 -1 "-1"
"4743" 47 "e1" 19 "a" "6" "被" "-" 438 650 -1 "-1"
"4744" 47 "e1" 19 "a" "7" "送往" "-" 645 438 -1 "-1"
"4745" 47 "e1" 19 "a" "8" "醫院" "-" 761 645 -1 "-1"
"4746" 47 "e1" 19 "a" "?" "N" "1" 4187 761 -1 "-1"
"4747" 48 "e1" 16 "c" "0" "寡婦" "-" 1619 4187 1 "1"
"4748" 48 "e1" 16 "c" "1" "嘲笑" "-" 1018 1619 1 "2"
"4749" 48 "e1" 16 "c" "2" "的" "-" 680 1018 1 "3"
"4750" 48 "e1" 16 "c" "3" "老處女" "-" 2720 680 1 "4"
"4751" 48 "e1" 16 "c" "4" "很想交" "-" 1725 2720 1 "5"
"4752" 48 "e1" 16 "c" "5" "男朋友" "-" 2321 1725 1 "-1"
